http://tom.preston-werner.com;;;github;Ruby;Erlang|Python|JavaScript|C++|Java|PHP|C|Perl|Scheme|Shell;United States
http://defunkt.github.com/;;;github;C;JavaScript|Ruby|Java|Python|Objective-C|PHP|ActionScript|Shell;United States
http://twitter.com/pjhyett;;;github;Ruby;C|Perl|Python|Java|JavaScript|Shell;United States
http://www.yehudakatz.com;;;github;Ruby;C|C++|Shell|JavaScript|Perl|Python|D|Scheme;United States
http://gweezlebur.com;;;github;Emacs Lisp;Ruby|JavaScript|C|PHP|Perl|Java|Shell|Objective-C|Python;United States
http://blog.fallingsnow.net;;;github;Ruby;C|Shell|Objective-C|C++;United States
vandev.com;;;github;Ruby;JavaScript|Perl;United States
http://blog.wayneseguin.us/;;;github;Ruby;C|Emacs Lisp|JavaScript|Java|Perl|Python|PHP|Scheme|Shell;United States
http://brynary.com;;;github;Ruby;JavaScript|C|Java|Python|Shell|Perl|PHP|Tcl;United States
http://glu.ttono.us;;;github;Ruby;C|Io|JavaScript;
http://techno-weenie.net;;;github;Ruby;C|Objective-C|JavaScript|Shell|Perl;United States
http://macournoyer.com;;;github;Ruby;JavaScript|C++|C;Canada
http://blog.stafftool.com;;;github;JavaScript;Ruby|PHP;United States
http://labratrevenge.com;;;github;Objective-C;C|Python|Ruby|Shell|Perl|Nu|Java|JavaScript;United States
http://peepcode.com;;;github;Emacs Lisp;Objective-J|Ruby|JavaScript|Objective-C|PHP|Perl|VimL|Shell|Python;United States
http://overstimulate.com;;;github;Objective-C;JavaScript|Emacs Lisp|Ruby|Python|Perl|Shell|Java;United States
tomtenthij.co.uk;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Objective-C|Python|Shell|Tcl;United Kingdom
http://kevwil.com/;;;github;Java;Ruby|C++|Python|Shell|C|Scala|JavaScript;United States
http://kirindave.tumblr.com;;;github;C++;JavaScript|Python|Erlang|C|Common Lisp|Objective-C|Nu|Ruby|Arc|Perl|Emacs Lisp|Scheme|Clojure|VimL|Shell|D|PHP;United States
http://jamesgolick.com;;;github;Ruby;C|C++|JavaScript|Python|D|Perl|Shell|PHP;Canada
http://www.atmos.org;;;github;Ruby;JavaScript|C|Perl|Python|Java|Shell;
http://mojodna.net/;;;github;Ruby;JavaScript;United States
http://jnewland.com/;;;github;Ruby;C|JavaScript;United States
http://joshknowles.com;;;github;Ruby;JavaScript|Shell;United States
http://42squared.com;;;github;Ruby;Erlang|JavaScript|Shell;United States
http://jwhitmire.com;;;github;Ruby;JavaScript|C|Emacs Lisp|Shell;United States
http://reinh.com;;;github;Ruby;C|C++|Shell|JavaScript|Perl|Python|Emacs Lisp|VimL|D|Scheme;United States
http://www.timocracy.com;;;github;Ruby;JavaScript;United States
http://lukewarmtapioca.com;;;github;Emacs Lisp;JavaScript|Ruby;
http://robsanheim.com;;;github;Ruby;JavaScript|Emacs Lisp;United States
http://jointheconversation.org;;;github;Perl;Ruby|C|C++|Objective-C|Shell|Emacs Lisp|Java|C Sharp|JavaScript|Erlang|Python|PHP|Haskell|OCaml|Smalltalk|Nu|VimL|Self|D|Tcl;United States
http://redflavor.com;;;github;C;Ruby|JavaScript|Tcl|Python;Norway
http://codefluency.com;;;github;Ruby;JavaScript|Emacs Lisp|Shell|VimL|Python;United States
http://substantiality.net;;;github;;;United States
http://matt.blogs.it/;;;github;Emacs Lisp;Ruby|JavaScript|Objective-C|PHP|Perl|C|Shell|Python;
http://opensynapse.net;;;github;Erlang;C|Ruby|C++|Java|Emacs Lisp|JavaScript|Python|Shell|Tcl|Perl;United States
http://anarchogeek.com;;;github;PHP;JavaScript|Python|Ruby|C;Uruguay
http://benburkert.com;;;github;Ruby;C|JavaScript|Java|Haskell|PHP|Perl|Shell;Argentina
http://arko.net;;;github;Ruby;JavaScript|Objective-C|C|Shell;United States
http://blog.fearoffish.com/;;;github;Ruby;JavaScript|Shell;United Kingdom
http://four.livejournal.com/;;;github;JavaScript;;United States
http://blog.engineyard.com;;;github;Emacs Lisp;Ruby|C|JavaScript|PHP|Perl|Shell|Objective-C|Python|Tcl;United States
blog.brightredglow.com;;;github;Ruby;Shell;United States
http://webs.ly;;;github;Ruby;Python|JavaScript|PHP|Shell;France
http://blog.engineyard.com;;;github;;;United States
www.evilmartini.com;;;github;Ruby;Shell;United States
http://atonie.org;;;github;Ruby;JavaScript|Emacs Lisp|C|Shell;Belgium
http://m.onkey.org;;;github;Ruby;;United Kingdom
http://luckysneaks.com/blog;;;github;Ruby;JavaScript;United States
http://inspir.es;;;github;;;United States
http://dylanegan.com;;;github;VimL;Ruby|JavaScript;Australia
http://www.omgbloglol.com/;;;github;Ruby;JavaScript;United States
http://kevinmarsh.com;;;github;Ruby;JavaScript;United States
http://souja.net;;;github;Erlang;C|C++|Java|Emacs Lisp|Ruby|Shell|JavaScript|Perl|Tcl|Python;United States
http://brianthecoder.com;;;github;Ruby;JavaScript|Emacs Lisp|VimL;United States
icahazdowntime.org;;;github;VimL;Ruby|C|Shell;United States
pancakestacks.wordpress.com;;;github;Ruby;Emacs Lisp|JavaScript|C|PHP|Perl|Java|Objective-C|Shell|Python;Australia
http://www.automatthew.com;;;github;Ruby;Java|Shell|C|JavaScript|Lua|Common Lisp;United States
http://www.rubyskills.com/blog;;;github;Ruby;C|JavaScript|Clojure|Java|Emacs Lisp|Objective-C|VimL|PHP|Shell;United States
http://drnicwilliams.com;;;github;Ruby;JavaScript|Objective-C|ColdFusion|PHP|Python|Perl|Emacs Lisp|ASP|Tcl|Shell;Australia
www.mr-eel.com;;;github;JavaScript;;Australia
http://danwebb.net;;;github;Ruby;JavaScript;United Kingdom
http://www.hamptoncatlin.com;;;github;Ruby;JavaScript;United Kingdom
http://merbist.com;;;github;Ruby;C|C++|JavaScript|Objective-C|Emacs Lisp|Java|Erlang|Perl|Shell|Python|D|PHP|Scheme;United States
http://blog.lawrencepit.com;;;github;Ruby;JavaScript|PHP;
weblog.redlinesoftware.com;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Objective-C|Shell|Python;Canada
http://www.rempe.us;;;github;Ruby;Erlang|Objective-C|Shell|JavaScript;United States
http://www.rubyinside.com/;;;github;Ruby;;United Kingdom
http://blog.ministrycentered.com/;;;github;Ruby;;United States
http://phodder.com;;;github;Objective-C;Python|JavaScript|Shell|Ruby;United States
http://evil.che.lu;;;github;C;VimL|Objective-C|C++|Perl|Ruby|Emacs Lisp|Python|C Sharp|Shell;Romania
http://www.locusfoc.us/;;;github;C++;Ruby;United States
http://oebfare.com;;;github;Python;JavaScript|C|Ruby|Java|Shell|Erlang;United States
http://daniel.collectiveidea.com/blog;;;github;Ruby;;
http://danielharan.com/;;;github;Ruby;JavaScript;Canada
http://twitter.com/smithk14;;;github;Ruby;JavaScript;United States
http://collectiveidea.com;;;github;Ruby;JavaScript|Shell|Java;United States
http://blog.inquirylabs.com/;;;github;C++;Ruby|JavaScript;United States
http://d.strelau.net;;;github;Ruby;Shell|JavaScript;United States
http://sunfox.org/;;;github;JavaScript;Python|Ruby|Shell;France
blog.usagitoneko.com;;;github;Ruby;JavaScript|Java|Perl;Sweden
http://twitter.com/richcollins;;;github;C;Objective-J|Io|JavaScript|Objective-C|C++|Emacs Lisp|Ruby|VimL|Python;United States
http://sjjdev.com;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Objective-C|Shell|Python;United Kingdom
http://joshpeek.com/;;;github;Ruby;JavaScript|Shell|C;United States
http://dekorte.com;;;github;JavaScript;;United States
http://chneukirchen.org/blog/;;;github;;;Germany
http://technomancy.us;;;github;Emacs Lisp;C|Clojure|Java|Common Lisp|Ruby|Objective-C|JavaScript|Scheme|Perl|C Sharp|Python|C++|Shell;United States
http://rubyi.st;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Objective-C|Shell|Python;United States
http://b.logi.cx/;;;github;;;United States
interblah.net;;;github;Ruby;JavaScript|Shell|C|Objective-C;United Kingdom
http://blog.jdhuntington.com;;;github;Ruby;Emacs Lisp|JavaScript|Scheme|Objective-C|Shell;United States
sevenwire.com/blog;;;github;Ruby;JavaScript;Cameroon
http://al3x.net/;;;github;Ruby;Scala|Shell;United States
http://toolmantim.com;;;github;Ruby;;Australia
http://blog.nicksieger.com/;;;github;Java;Ruby|Emacs Lisp|JavaScript|C;
http://jicksta.com;;;github;Ruby;JavaScript|Java|Python|Tcl;United States
http://blog.hasmanythrough.com;;;github;Ruby;C|JavaScript;United States
http://joncrosby.me;;;github;C++;JavaScript|Python|Ruby|C|Perl|Shell;
http://thewoolleyweb.com;;;github;Ruby;C|JavaScript|Objective-C|Emacs Lisp|Tcl|D|Perl|PHP|Shell|Python|Scheme;United States
http://technicalpickles.com;;;github;Ruby;VimL|JavaScript|C|Python|Java|Shell|Tcl;United States
http://www.schreiblogade.de;;;github;Ruby;;
http://railscasts.com;;;github;Ruby;JavaScript;United States
http://t.pitale.com;;;github;Ruby;;United States
http://urbanhonking.com/ideasfordozens;;;github;Python;Ruby|JavaScript|C|Shell;United States
http://www.entryway.net;;;github;Ruby;JavaScript|Python|Tcl;United States
http://aflatter.de;;;github;Ruby;JavaScript|Shell|Perl|PHP;Germany
http://opensoul.org;;;github;Ruby;;United States
http://metaclass.org;;;github;Ruby;JavaScript|Shell|C;United States
http://tommorris.org/;;;github;Python;JavaScript|Ruby|C|PHP|Shell|Perl;United Kingdom
http://twitter.com/charlesroper;;;github;VimL;Ruby|JavaScript;Russia
http://adam.blog.heroku.com/;;;github;Ruby;C|JavaScript;United States
http://nathanherald.com;;;github;Ruby;Objective-C|Emacs Lisp|JavaScript|VimL;United States
http://adam.speaksoutofturn.com;;;github;;;
http://maraby.org/;;;github;Ruby;C|Tcl|JavaScript|Shell;United States
http://tim.theenchanter.com/;;;github;Ruby;C|Visual Basic|Emacs Lisp|Lua|Java|JavaScript|Perl|Shell;United States
theamazingrando.com/blog;;;github;Ruby;Emacs Lisp|C|JavaScript|Perl|PHP|Java|Python|Shell|D|Objective-C;United States
http://www.billkatz.com;;;github;JavaScript;Ruby;United States
http://www.vancelucas.com;;;github;;;United States
http://nex-3.com;;;github;Ruby;Emacs Lisp|C|JavaScript|VimL|Shell;United States
http://blog.knowtheory.net;;;github;Ruby;C|JavaScript|Java|PHP;
http://blog.zerosum.org;;;github;Ruby;JavaScript|Shell;United States
http://www.koziarski.net/;;;github;Ruby;JavaScript|Shell;New Zealand
http://dancroak.com;;;github;Ruby;VimL|JavaScript|Shell;United States
http://bitsweat.net;;;github;Ruby;C|JavaScript|Emacs Lisp|Tcl|Perl|Python|Scheme|Shell;United States
http://elliottcable.name/;;;github;C++;JavaScript|C|Python|Io|Ruby|Objective-C|Perl|Emacs Lisp|Shell|VimL;United States
http://blog.mondragon.cc/;;;github;Ruby;JavaScript|VimL|C;United States
http://brionesandco.com/ryanbriones;;;github;Ruby;Emacs Lisp|C;United States
http://willfarrington.com;;;github;Ruby;Shell;United States
http://www.railsenvy.com;;;github;Ruby;C++|JavaScript|Objective-C;United States
http://squishtech.com;;;github;Ruby;C|JavaScript;United States
http://blog.codahale.com;;;github;Java;Ruby|C++|Python|Shell|Scala;United States
http://depixelate.com;;;github;Ruby;;United States
http://jake.howmeta.com;;;github;Ruby;JavaScript|Shell|Python|Tcl;United States
http://blog.evanweaver.com;;;github;Ruby;C|JavaScript;United States
http://ollehost.dk/blog/;;;github;C++;JavaScript|Python|C|Java|Perl|Ruby|PHP|OCaml|Objective-C|Eiffel|Scheme|Erlang|Io|Tcl|Haskell|Emacs Lisp|Shell|D;Sweden
http://blog.codefront.net/;;;github;Ruby;JavaScript|C|Visual Basic|Java|PHP|Shell|Smalltalk;
http://mloughran.com;;;github;Ruby;C|JavaScript|Java|PHP;United Kingdom
http://bitzesty.com;;;github;Ruby;JavaScript|Shell;Russia
http://henrik.nyh.se;;;github;Ruby;C|JavaScript|Objective-C|Java|PHP|Shell;Sweden
http://twitter.com/entangledstate;;;github;;;United States
http://tumblr.alancfrancis.com/;;;github;Objective-C;Ruby|Shell;
http://hivelogic.com;;;github;Ruby;;United States
http://www.seebq.com/;;;github;Ruby;PHP;United States
http://delynnberry.com;;;github;Ruby;Java|C|JavaScript;United States
http://spicycode.com/;;;github;Ruby;Emacs Lisp|Objective-C|JavaScript|PHP|Perl|VimL|Shell|Python;United States
http://blog.adsdevshop.com;;;github;;;United States
http://giantrobots.thoughtbot.com;;;github;;;United States
http://www.danahern.com;;;github;Ruby;;United States
http://dctanner.co.uk;;;github;JavaScript;Ruby;United Kingdom
http://alexvollmer.com;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Objective-C|Shell|Python;United States
http://scharfie.com;;;github;Ruby;JavaScript|Shell;United States
http://daikini.com;;;github;Objective-C;Ruby|JavaScript|Python|Shell|C;United States
http://awardwinningfjords.com/;;;github;Ruby;JavaScript;United States
www.artofmission.com;;;github;Ruby;JavaScript|PHP|Shell;United States
http://railstips.org/;;;github;Ruby;JavaScript|C|Shell;United States
http://shayarnett.com;;;github;Ruby;Emacs Lisp|JavaScript;United States
http://chadfowler.com;;;github;Ruby;C|C++|Shell|JavaScript|Perl|Python|C Sharp|D|Scheme;United States
http://smartic.us;;;github;VimL;Ruby|C++|JavaScript|C|Shell;United States
www.grokblok.com;;;github;Ruby;;United States
http://andy.delcambre.com/;;;github;Ruby;C|JavaScript|Java|PHP;United States
http://blog.watsonian.net;;;github;Emacs Lisp;Ruby|JavaScript|PHP|Perl|Shell|Objective-C|Python;United States
http://project.ioni.st;;;github;Ruby;JavaScript;United States
d474.net;;;github;;;Canada
http://blog.teksol.info/;;;github;Ruby;JavaScript|C|Perl|Python|Java|Shell;Canada
http://ferric.net;;;github;Ruby;;United States
http://mike.vincent.ws;;;github;Ruby;VimL|JavaScript;United States
http://blog.duwanis.com;;;github;Ruby;;United States
http://tore.darell.no/;;;github;Ruby;JavaScript;
harry.vangberg.name;;;github;Ruby;;Denmark
http://jchrisa.net;;;github;Ruby;JavaScript|Erlang|Python|Perl|C|Objective-C|Shell;United States
http://blog.nanorails.com;;;github;Ruby;JavaScript;United States
http://andreimaxim.ro;;;github;Ruby;;Romania
http://planetargon.com/who-we-are/robby-russell;;;github;Ruby;JavaScript;United States
http://soakedandsoaped.com/;;;github;JavaScript;Ruby;Austria
http://somethinglearned.com;;;github;Objective-C;Perl|PHP|Shell|C|Ruby|FORTRAN|JavaScript;Canada
http://jonmaddox.com;;;github;C;C++|Objective-C|Ruby|Java|JavaScript|Python|Lua|C Sharp|Shell|Visual Basic|VimL|Perl;United States
http://metaatem.net;;;github;Ruby;Objective-C|JavaScript|Shell;United States
http://merb.github.com;;;github;Ruby;C|JavaScript|Java|PHP;
smartbomb.com.au;;;github;Ruby;C|Python|JavaScript|Objective-C|Shell;Australia
http://anilwadghule.com/;;;github;Ruby;Emacs Lisp|JavaScript|Shell;India
http://justhack.com;;;github;Ruby;;United States
www.pdatasolutions.com/blog;;;github;Ruby;JavaScript;United States
http://bitfluent.com;;;github;Ruby;Emacs Lisp|JavaScript|Shell|Perl|Python|Lua|Tcl;Malaysia
http://blog.bleything.net;;;github;Ruby;JavaScript|Shell;United States
jqr.github.com;;;github;Ruby;JavaScript|C;United States
http://sieve.integernoun.com;;;github;;;United States
http://marten.veldthuis.com;;;github;Ruby;;
http://gnufied.org;;;github;Ruby;Java|C++|Scala|C|Python|Shell|JavaScript;India
http://patrickewing.info;;;github;Ruby;Python|C|JavaScript|Io;United States
http://remi.org;;;github;Ruby;JavaScript|Perl|Shell;United States
